INTERACTOR_1	INTERACTOR_2
co191	co571
co7752	co4957
co215	co1697
co10245	co9049
co5484	co6403
co1489	co1568
co1205	co6962
co2401	co4981
co1021	co6664
co106	co331
co6928	co4994
co2578	co6782
co1269	co3962
co7319	co9265
co3361	co1017
co3693	co1491
co115	co543
co9214	co9082
co62	co2260
co1312	co3180
co994	co5775
co837	co2744
co7395	co668
co2427	co1421
co1271	co2962
co6281	co6900
co3602	co8297
co6159	co4620
co4887	co6107
co583	co1115
co4745	co9037
co540	co274
co10661	co3998
co10715	co2651
co204	co1966
co768	co10716
co583	co4967
co639	co6208
co6098	co2219
co5326	co1832
co2473	co862
co4595	co909
co6113	co8494
co4733	co124
co6354	co586
co4733	co509
co25	co9822
co1751	co950
co7792	co6497
co6251	co10717
co8183	co1499
co260	co104
co7575	co5659
co1283	co2828
co8666	co141
co25	co10718
co1841	co3459
co4103	co2241
co10121	co4249
co6373	co623
co822	co353
co6891	co67
co7171	co1556
co1312	co5090
co10719	co1986
co115	co2579
co2232	co1218
co3116	co435
co3752	co3981
co364	co1050
co4699	co1046
co3661	co2119
co3550	co1017
co9206	co10134
co2486	co2361
co2989	co6708
co1133	co3146
co743	co4818
co7029	co120
co1297	co384
co2787	co8422
co3712	co743
co853	co981
co7130	co3475
co3755	co2965
co6723	co4895
co336	co1824
co230	co141
co38	co4363
co174	co2180
co6523	co9149
co7735	co4561
co4135	co7640
co3693	co4355
co3376	co4809
co6939	co5439
co6567	co10338
co509	co9924
co6873	co4686
co1171	co5216
co4109	co2074
co7930	co6596
co839	co5569
co10720	co1376
co3383	co2221
co67	co2410
co616	co120
co7610	co4103
co3478	co537
co1200	co3314
co4457	co7410
co5064	co1346
co7711	co3010
co5021	co639
co4940	co6566
co2241	co573
co2751	co1321
co6184	co3382
co6120	co4554
co9434	co2494
co6494	co547
co3231	co3505
co9646	co7166
co1310	co869
co855	co10064
co5024	co8071
co6516	co4651
co1781	co1345
co854	co2025
co1867	co1414
co2232	co6879
co9283	co5650
co612	co881
co509	co1811
co671	co970
co9297	co1779
co8339	co1005
co3870	co9490
co4851	co1476
co6416	co410
co2487	co6290
co610	co938
co8181	co218
co5503	co1624
co4103	co6990
co8734	co9120
co4633	co2144
co4274	co301
co438	co1285
co9173	co4572
co25	co2731
co316	co697
co4920	co549
co258	co4832
co6260	co3096
co1234	co7992
co1180	co263
co3338	co8683
co5865	co2403
co6101	co2271
co524	co6961
co10721	co104
co7913	co439
co6949	co3300
co1315	co5184
co1821	co4981
co625	co2120
co6538	co10722
co10723	co9595
co5057	co5681
co7524	co702
co3765	co2276
co3026	co10724
co10725	co702
co2647	co1282
co2401	co68
co9191	co368
co358	co98
co1398	co2639
co7026	co7532
co6286	co6596
co107	co274
co165	co2665
co4146	co2122
co7562	co6682
co300	co6218
co4202	co8708
co8	co10726
co300	co5530
co3661	co1798
co10727	co4654
co392	co6206
co3857	co2762
co5677	co104
co1262	co4308
co5077	co930
co10139	co4929
co6089	co446
co8257	co424
co8795	co7535
co2708	co178
co4578	co3397
co2066	co3134
co7847	co1356
co2446	co22
co10665	co1426
co1922	co2
co3892	co402
co1262	co128
co1836	co409
co683	co7224
co10728	co1250
co247	co10729
co7145	co98
co2461	co6726
co4837	co2748
co586	co172
co2829	co5002
co10730	co645
co3241	co7639
co300	co2028
co4841	co725
co4053	co1550
co4923	co7175
co25	co1632
co4204	co362
co3017	co2331
co2994	co551
co5192	co736
co2620	co5215
co5339	co1821
co1900	co2364
co293	co418
co211	co4337
co7084	co816
co3359	co7990
co5961	co1069
co1249	co353
co10051	co6284
co2358	co8963
co2232	co855
co5169	co10731
co2569	co124
co8538	co4703
co3726	co8460
co8905	co15
co11	co5771
co6228	co593
co4770	co249
co3317	co7766
co758	co852
co2962	co4038
co5317	co299
co5063	co1028
co4111	co1046
co5418	co8579
co199	co5395
co3280	co1180
co4421	co753
co2585	co2112
co7027	co3833
co195	co262
co803	co144
co10732	co1884
co1354	co938
co839	co917
co2663	co2906
co1874	co8771
co5888	co4864
co2035	co7229
co4983	co4486
co6556	co6494
co8442	co10733
co10734	co222
co1362	co3196
co2248	co4804
co5757	co10735
co4745	co9112
co3598	co6831
co1908	co7458
co10736	co49
co708	co2976
co2510	co1776
co398	co1426
co2134	co8754
co1488	co1257
co131	co663
co9535	co1838
co3386	co7144
co1916	co104
co2618	co1645
co1820	co1842
co1027	co303
co10737	co353
co2157	co10738
co5025	co10739
co3751	co2269
co1026	co443
co2865	co4618
co262	co1398
co1224	co9310
co10740	co10741
co10742	co317
co2750	co10743
co3638	co1382
co9740	co10303
co4551	co2485
co4412	co1034
co353	co3002
co2705	co4738
co2952	co2348
co7529	co4955
co8922	co74
co1263	co2499
co9321	co2403
co2479	co3695
co7334	co2391
co3008	co9352
co790	co3994
co2590	co558
co4288	co303
co1951	co1325
co8737	co2198
co566	co8083
co7371	co1399
co1900	co884
co78	co1276
co4829	co1926
co2352	co353
co5542	co3009
co985	co3040
co1290	co204
co7040	co6568
co5869	co10744
co221	co1398
co2035	co5134
co248	co1094
co6530	co8785
co2591	co3602
co1204	co2618
co3744	co8471
co8269	co9516
co3295	co1337
co2796	co1180
co6117	co2521
co2878	co4512
co4215	co356
co5667	co4898
co5106	co10745
co1665	co570
co2079	co2801
co10746	co10113
co7	co4602
co6874	co4645
co3572	co7324
co6631	co938
co2723	co2513
co3907	co1499
co513	co1795
co2104	co3346
co1064	co331
co360	co1315
co8955	co1508
co7555	co938
co931	co1938
co520	co7619
co430	co2282
co2426	co10747
co6258	co6138
co4514	co2601
co10536	co571
co4134	co9415
co7385	co571
co6391	co1954
co639	co4325
co3812	co612
co90	co4795
co6889	co5184
co964	co736
co1242	co7709
co9930	co742
co7876	co1508
co320	co5734
co2922	co7477
co3383	co2959
co1050	co4524
co3756	co6205
co2836	co1501
co4910	co4621
co1684	co5744
co1494	co529
co4400	co6641
co18	co2052
co594	co2260
co25	co6932
co2352	co652
co1037	co8146
co2752	co192
co10748	co8740
co2755	co247
co1287	co5077
co1275	co9887
co4408	co2028
co1541	co4097
co1253	co4288
co8302	co1578
co1433	co890
co7664	co10113
co10749	co702
co5166	co725
co3287	co3607
co964	co839
co1280	co3179
co4082	co165
co9018	co1633
co5965	co7402
co4944	co1775
co4881	co1111
co2959	co2259
co124	co1772
co25	co6706
co2527	co4917
co4624	co9322
co322	co122
co1637	co5776
co8031	co165
co4764	co132
co10750	co289
co1076	co4271
co2146	co7076
co1352	co2881
co7370	co4297
co300	co2097
co2290	co10751
co8812	co5018
co160	co1292
co2985	co7029
co4667	co1415
co1936	co929
co7726	co324
co761	co663
co67	co5176
co2701	co4423
co5298	co7111
co466	co398
co121	co6074
co3869	co1324
co7473	co4738
co924	co508
co5678	co583
co537	co1772
co3658	co6494
co2288	co165
co1335	co10752
co1275	co4967
co5514	co1652
co7294	co4594
co2323	co3477
co8853	co2888
co1099	co10753
co1722	co2414
co6135	co6490
co5395	co4
co1023	co5411
co5695	co10754
co5176	co10171
co2988	co3352
co7976	co6824
co1428	co5123
co40	co5163
co5268	co165
co941	co2843
co9516	co7683
co9018	co136
co10755	co1069
co4153	co6497
co300	co209
co3909	co1669
co9268	co10756
co10704	co8570
co958	co10757
co2462	co1119
co4288	co104
co3589	co582
co10758	co235
co657	co10759
co1195	co10760
co528	co1805
co3962	co468
co10761	co2645
co8387	co263
co7158	co579
co736	co527
co69	co7294
co7347	co4610
co230	co10762
co844	co1019
co675	co1459
co1019	co1048
co500	co2284
co1622	co419
co10763	co6420
co1068	co7149
co5046	co6735
co148	co1104
co1489	co387
co2060	co10764
co682	co10765
co3000	co768
co1953	co642
co2521	co7318
co5370	co112
co2184	co10766
co1262	co1416
co4114	co3422
co1567	co2134
co25	co5201
co252	co4553
co1311	co1579
co1285	co6122
co741	co8769
co2364	co2269
co4155	co1065
co747	co3020
co1936	co3228
co758	co3567
co5065	co7052
co6483	co2952
co2061	co2087
co9132	co3341
co1311	co451
co383	co120
co4992	co7752
co8288	co870
co2158	co3030
co2382	co10010
co1163	co4445
co271	co10767
co1725	co104
co2991	co387
co7877	co6726
co3680	co5631
co1920	co344
co3193	co112
co10363	co10768
co3833	co620
co2648	co3913
co3876	co2186
co1521	co3072
co1195	co364
co2509	co2306
co4572	co1489
co2357	co6226
co509	co6275
co9793	co5111
co1256	co8196
co4883	co2562
co4693	co10769
co3386	co1934
co8250	co4009
co245	co1037
co1952	co893
co7900	co7030
co5254	co172
co195	co658
co1948	co1717
co370	co2223
co2764	co8813
co2648	co2879
co3028	co10770
co8795	co3020
co8121	co1755
co2450	co5968
co3421	co1202
co1361	co4308
co1968	co5962
co8193	co1324
co10149	co269
co7275	co472
co6214	co1381
co1200	co2709
co1326	co398
co4425	co221
co4290	co479
co1237	co543
co7876	co2558
co7086	co4886
co657	co4910
co187	co6352
co8363	co3738
co4020	co7574
co8160	co356
co6638	co537
co560	co10771
co7453	co5318
co2083	co930
co4758	co736
co3460	co2564
co2696	co7224
co28	co2539
co2001	co104
co8103	co4870
co4000	co5227
co6354	co8874
co10228	co3324
co2569	co293
co8837	co4366
co5476	co2898
co10772	co2135
co903	co8708
co10773	co8945
co175	co972
co1373	co1233
co2699	co9970
co127	co247
co537	co362
co7229	co64
co3606	co4127
co5092	co1034
co1439	co1166
co2631	co2469
co279	co241
co2470	co303
co423	co5086
co193	co5754
co1970	co3710
co5321	co3498
co228	co233
co1171	co124
co1513	co2439
co6151	co7260
co24	co5445
co2501	co361
co2025	co2915
co9045	co6060
co62	co7324
co790	co4256
co5455	co668
co4006	co1013
co1832	co229
co658	co9896
co5092	co961
co6453	co3274
co4792	co1267
co2571	co3060
co6874	co2423
co10774	co3651
co3368	co38
co8908	co1658
co6436	co3369
co2787	co4894
co1195	co2909
co8657	co10775
co4827	co1818
co6018	co574
co9290	co8176
co3354	co1889
co2300	co2800
co3001	co10776
co2840	co5599
co4856	co303
co5645	co999
co2896	co3710
co1542	co587
co116	co935
co1201	co3305
co537	co147
co1119	co7619
co5859	co2242
co1311	co3293
co702	co4885
co6707	co175
co9061	co7024
co595	co3750
co7536	co5801
co5081	co5382
co5559	co7121
co5096	co8740
co3148	co1481
co3189	co2028
co1159	co4645
co1159	co178
co2942	co2958
co5317	co1213
co2930	co753
co1173	co5162
co3635	co10777
co6416	co1501
co1195	co668
co1513	co7412
co1283	co1469
co1182	co5305
co5106	co5448
co4153	co1477
co653	co1173
co2241	co527
co2382	co2461
co2739	co472
co972	co4771
co4968	co667
co8707	co6584
co6858	co3175
co2379	co736
co7941	co8280
co4321	co2215
co3682	co3998
co2058	co659
co10778	co10779
co150	co6475
co2246	co1244
co9573	co2639
co4573	co364
co9168	co4433
co839	co1499
co3232	co4120
co3189	co2339
co4616	co5933
co1192	co1327
co1770	co4277
co10662	co7260
co10780	co3385
co2331	co1931
co1665	co3122
co2561	co151
co3173	co165
co652	co289
co7257	co3622
co25	co627
co4228	co5200
co1654	co1069
co1110	co7667
co3765	co3063
co1360	co1975
co10781	co6252
co3616	co9457
co62	co2569
co8244	co10782
co8457	co668
co5020	co316
co9713	co11
co1684	co7084
co7861	co1309
co4650	co10265
co3214	co1113
co8699	co539
co4764	co6482
co170	co7137
co9294	co645
co1545	co462
co3524	co1340
co105	co453
co8352	co695
co1019	co2695
co5956	co5729
co2357	co946
co1714	co3315
co2603	co7518
co1311	co3812
co3456	co8119
co958	co4375
co10578	co1276
co5	co223
co1593	co5960
co6877	co6914
co319	co215
co1803	co17
co1371	co1014
co5088	co1582
co2357	co6071
co4843	co4570
co502	co9701
co300	co4513
co249	co1276
co10783	co2260
co9174	co5255
co5455	co5738
co8528	co1571
co625	co7875
co3000	co1195
co1333	co1467
co4275	co1276
co64	co1646
co4922	co702
co1765	co3620
co328	co9130
co3875	co3002
co3297	co6092
co5907	co932
co8294	co6352
co6449	co303
co700	co5899
co8356	co522
co70	co4188
co2813	co7402
co2123	co6726
co1224	co3204
co737	co5563
co3000	co4290
co1889	co1818
co4002	co1884
co69	co10784
co942	co1592
co3667	co5300
co503	co547
co4152	co7563
co2703	co5901
co7504	co481
co6702	co1241
co271	co536
co3675	co1563
co25	co6827
co1360	co8624
co2716	co6626
co1332	co938
co9351	co7435
co5631	co221
co10785	co3034
co141	co3136
co5916	co509
co2399	co3063
co4434	co3615
co260	co4759
co9018	co4134
co467	co1954
co9795	co3859
co957	co311
co950	co5413
co274	co910
co7676	co6170
co3410	co68
co1090	co5356
co81	co3142
co7321	co5538
co872	co5680
co2790	co3490
co2935	co1562
co5516	co8153
co2171	co3210
co1780	co2166
co1009	co1346
co205	co2237
co4693	co7973
co4659	co5148
co2446	co7967
co286	co4
co4116	co970
co5	co3770
co1485	co545
co10560	co1388
co25	co3802
co2346	co5774
co2294	co1452
co3854	co1277
co5216	co831
co964	co8706
co2888	co3352
co673	co1272
co3368	co3466
co2244	co611
co2084	co1309
co3688	co1726
co1475	co9307
co4239	co10656
co100	co194
co353	co491
co509	co7029
co260	co1781
co1432	co218
co5981	co362
co604	co78
co2509	co112
co2178	co974
co728	co51
co508	co93
co4648	co8970
co2801	co556
co6054	co929
co5711	co2794
co3670	co1578
co8983	co10786
co7546	co2198
co958	co1229
co596	co9145
co5005	co3775
co1525	co2296
co902	co9868
co1831	co1146
co10787	co10788
co3726	co723
co1361	co6887
co7944	co5169
co1660	co6776
co25	co827
co3612	co9811
co7247	co1582
co1249	co1581
co4643	co6636
co1166	co522
co9057	co5054
co5741	co229
co3305	co1461
co615	co1966
co1315	co2108
co170	co10789
co1716	co1846
co5618	co4016
co1868	co7778
co8974	co4082
co1791	co9391
co647	co2388
co8756	co828
co90	co7037
co1119	co1173
co976	co668
co117	co5626
co5334	co391
co2313	co193
co1941	co4552
co6267	co8592
co8958	co2968
co5667	co1671
co2485	co1765
co668	co1882
co8250	co132
co1975	co1079
co1028	co5327
co9156	co5139
co4747	co353
co1030	co1013
co9573	co10790
co10791	co1036
co909	co1069
co5907	co909
co1608	co402
co9844	co1980
co4872	co2707
co2048	co3672
co245	co567
co195	co745
co2597	co4658
co2389	co3271
co853	co1969
co3376	co1098
co1255	co3736
co3888	co5340
co4021	co7517
co67	co10792
co172	co391
co782	co2100
co2431	co10272
co3744	co7917
co7212	co1442
co121	co90
co192	co2680
co2427	co1303
co3189	co2959
co7724	co4066
co54	co2616
co8589	co2219
co10793	co5722
co3266	co884
co5554	co10794
co8391	co5235
co2012	co94
co192	co3413
co6825	co946
co1974	co387
co5254	co2439
co4534	co1424
co1361	co7140
co5317	co2513
co3963	co1658
co5812	co10776
co2112	co141
co557	co124
co4311	co5067
co4575	co5567
co1096	co10795
co846	co3787
co4758	co4199
co7574	co104
co3849	co6932
co2129	co958
co1162	co4243
co1026	co4708
co6798	co8060
co4401	co10690
co5997	co2911
co1968	co10476
co3477	co1393
co4842	co1257
co4718	co5965
co1845	co1649
co2762	co3744
co2462	co196
co981	co10796
co10797	co3414
co480	co1398
co874	co1254
co783	co2015
co10369	co2811
co3032	co1203
co4660	co123
co708	co787
co5246	co3356
co668	co4128
co1788	co2252
co5086	co1354
co286	co2117
co4515	co5965
co8755	co10324
co62	co5878
co6962	co4426
co1255	co5976
co8883	co10528
co4412	co10798
co1964	co680
co8807	co259
co932	co1241
co1008	co9099
co2382	co4718
co1201	co4271
co2112	co364
co10723	co8916
co5767	co1028
co802	co2634
co684	co384
co892	co6116
co874	co443
co5957	co2137
co1962	co7398
co109	co4859
co67	co2749
co4660	co1441
co10799	co1308
co4411	co2614
co1888	co1180
co4160	co3414
co4868	co4975
co1462	co1272
co2134	co257
co1489	co476
co5324	co7432
co6720	co6765
co954	co10800
co9358	co1349
co10801	co2051
co4714	co7130
co1171	co2623
co579	co457
co6564	co4904
co10802	co4198
co1195	co5391
co9860	co1442
co896	co353
co1145	co598
co9731	co425
co698	co796
co2169	co2827
co1413	co1432
co300	co2952
co5562	co4699
co591	co3423
co982	co144
co1133	co9392
co7299	co7376
co6654	co6823
co7127	co3661
co1624	co10803
co858	co331
co8321	co761
co3621	co6348
co206	co216
co5254	co1775
co633	co587
co10804	co1098
co2590	co5962
co1910	co7123
co6062	co1792
co2479	co7449
co1135	co900
co1	co4317
co4377	co165
co640	co5495
co598	co1316
co685	co1159
co878	co3435
co4434	co10113
co5501	co303
co402	co151
co2053	co551
co981	co7574
co1090	co7969
co900	co1132
co3835	co5661
co2622	co1341
co732	co537
co2823	co3813
co2633	co4998
co2199	co5270
co3892	co1162
co87	co2296
co284	co4491
co4829	co1499
co4515	co4611
co1756	co104
co2547	co10805
co3415	co6928
co5978	co673
co1349	co4707
co5339	co3268
co8153	co7271
co1398	co795
co4181	co2089
co509	co946
co9506	co3505
co245	co2704
co10806	co5294
co4079	co8003
co165	co7028
co5584	co5589
co1294	co1611
co2244	co10559
co9918	co2999
co1728	co2358
co4059	co324
co5234	co124
co1781	co2153
co938	co6056
co9121	co2923
co3150	co1891
co2225	co2191
co1541	co5514
co8973	co7582
co111	co4923
co646	co509
co6741	co5130
co4532	co1207
co4081	co9793
co5677	co1162
co8447	co4282
co10807	co10808
co1036	co573
co25	co790
co10231	co4447
co7255	co6690
co631	co5498
co5143	co3280
co840	co5018
co8950	co1468
co302	co2376
co10123	co6132
co3753	co10809
co4204	co69
co3427	co2394
co6492	co2100
co2929	co353
co2638	co8197
co8673	co2687
co2771	co2597
co3501	co1827
co1660	co69
co6556	co5179
co59	co721
co8676	co3384
co5811	co3260
co732	co1600
co4719	co4442
co3415	co8143
co963	co1155
co1822	co4126
co270	co2244
co1526	co2529
co3508	co6703
co5427	co4729
co43	co3750
co3984	co3761
co10810	co144
co3997	co5854
co761	co2039
co105	co7627
co4154	co165
co808	co177
co6539	co2793
co5553	co2515
co2624	co2511
co7227	co4200
co625	co958
co9064	co1793
co25	co10811
co1662	co3994
co6883	co9367
co694	co2748
co8016	co1276
co509	co894
co2509	co93
co675	co400
co6543	co5631
co3287	co8698
co1030	co9822
co5202	co1814
co5978	co543
co2487	co3645
co25	co1349
co966	co5387
co6163	co8123
co8518	co3519
co8453	co7649
co5912	co5525
co4618	co2950
co2306	co642
co140	co218
co7794	co1818
co1337	co6837
co2478	co6380
co4480	co4885
co1341	co799
co9398	co639
co10812	co1414
co1845	co6638
co8903	co3283
co5453	co10813
co3129	co9955
co2398	co6036
co10814	co1064
co544	co1776
co5166	co694
co2635	co1597
co346	co262
co6733	co9559
co8890	co1997
co771	co958
co77	co6070
co173	co937
co6525	co6649
co356	co3377
co1248	co862
co10815	co5379
co3135	co3901
co236	co1749
co10816	co5626
co6774	co5741
co1074	co3387
co9108	co3151
co4489	co909
co853	co2001
co11	co6242
co1224	co3710
co324	co10817
co10818	co7314
co11	co251
co983	co5664
co2913	co3706
co8710	co387
co7477	co120
co5691	co841
co5447	co2475
co2155	co1452
co6348	co64
co10819	co717
co783	co1282
co675	co7448
co8154	co8224
co4787	co10820
co3108	co1774
co5260	co9263
co1756	co385
co5933	co2047
co408	co4454
co9293	co1276
co1012	co7878
co5937	co7042
co604	co3672
co7275	co1048
co893	co583
co2618	co7631
co5004	co869
co3686	co2305
co4779	co1241
co657	co3503
co1409	co10821
co509	co1907
co300	co5726
co467	co728
co8427	co6818
co10822	co3002
co7342	co1781
co1283	co615
co1200	co9724
co539	co2558
co5025	co1350
co1947	co5029
co5224	co2535
co1819	co190
co5865	co10823
co4732	co1605
co6732	co10493
co10824	co4656
co3477	co6731
co6084	co7880
co3173	co3927
co768	co2097
co10825	co4620
co1224	co3425
co453	co6732
co8317	co702
co4421	co5164
co2101	co3081
co1507	co974
co4229	co120
co7904	co3384
co47	co192
co4501	co7671
co657	co679
co5278	co435
co5758	co149
co596	co1382
co10826	co391
co271	co4021
co10827	co7453
co3231	co2120
co251	co7584
co10828	co7532
co900	co353
co3000	co9058
co4512	co4308
co5294	co6227
co5439	co3844
co2011	co6137
co110	co2028
co1445	co1258
co2573	co1740
co1382	co206
co8277	co3047
co8098	co4663
co4645	co2134
co5553	co1087
co2182	co1432
co1200	co3567
co1409	co7662
co6124	co3262
co2647	co466
co9692	co10829
co5359	co5295
co7453	co500
co7643	co5877
co4553	co612
co7813	co643
co5331	co1557
co759	co7029
co284	co7360
co217	co2296
co231	co3360
co1361	co2341
co2615	co6455
co5870	co6099
co10825	co3164
co1072	co1371
co8104	co6698
co4274	co3424
co118	co1532
co2398	co2499
co10830	co3635
co805	co10831
co3163	co10832
co1819	co327
co2302	co7139
co2301	co930
co1810	co690
co1680	co5043
co4883	co90
co10363	co5128
co937	co10833
co602	co5049
co1568	co3904
co1689	co6729
co4243	co5588
co5404	co5420
co10284	co4137
co1028	co5870
co2574	co6477
co2865	co2197
co6349	co290
co8202	co8470
co300	co10834
co2367	co1094
co3086	co6966
co1251	co6231
co6668	co2593
co3846	co2976
co2993	co9003
co2892	co509
co11	co4722
co10812	co324
co2729	co1452
co853	co5166
co480	co4955
co4916	co4059
co1468	co10835
co3870	co1205
co2312	co2946
co4543	co1037
co105	co1267
co819	co5438
co6584	co706
co6184	co9844
co64	co3096
co5650	co3461
co10307	co479
co10231	co5772
co5176	co3227
co1857	co1103
co2615	co10314
co1225	co10410
co1560	co9288
co9042	co2580
co414	co1317
co1531	co1649
co4337	co3774
co1204	co827
co10836	co4261
co2544	co1441
co1743	co1048
co4734	co169
co566	co2361
co2104	co4240
co1219	co4486
co4829	co208
co337	co577
co1531	co3900
co892	co2047
co2243	co1895
co10837	co7237
co4904	co5241
co5224	co10838
co7041	co408
co2706	co9575
co5888	co10839
co3189	co2239
co2139	co10840
co1362	co4298
co3462	co7197
co300	co3489
co5327	co3176
co1500	co144
co1531	co1716
co74	co2602
co10001	co10515
co165	co1132
co10801	co1388
co4230	co9069
co4792	co383
co9979	co2722
co388	co8049
